District,School Site,Co/Dist Code,Site Code,Enrollment,Certified Staff,Grades  (Low-High),Telephone,Mailing Address,City,State,Zip,County,Principal,Principal Email,latitude,longitude
JENKS,JENKS WEST ES,72-I005,115,,154,-,(918) 299-4411,205 East B St,Jenks,OK,74037,TULSA,Suzanne Lair,suzanne.lair@jenksps.org,36.026262,-95.969154
JENKS,SOUTHEAST ES,72-I005,120,864,67,PK-04,(918) 299-4411,205 East B St,Jenks,OK,74037,TULSA,Lindy Risenhoover,lindy.risenhoover@jenksps.org,36.026262,-95.969154
JENKS,JENKS WEST INTERMEDIATE ES,72-I005,125,710,58,05-06,(918) 299-4415,205 East B St,Jenks,OK,74037,TULSA,Michelle Sumner,michele.sumner@jenksps.org,36.026262,-95.969154
JENKS,JENKS EAST INTERMEDIATE ES,72-I005,130,977,89,05-06,(918) 299-4411,205 East B St,Jenks,OK,74037,TULSA,Linda Reid,linda.reid@jenksps.org,36.026262,-95.969154
JENKS,JENKS MS,72-I005,505,1635,131,07-08,(918) 299-4411,205 East B St,Jenks,OK,74037,TULSA,Nick Brown,nick.brown@jenksps.org,36.026262,-95.969154
JENKS,JENKS HS,72-I005,705,3334,237,09-12,(918) 299-4411,205 East B St,Jenks,OK,74037,TULSA,Mike Means,mike.means@jenksps.org,36.026262,-95.969154
JENNINGS,JENNINGS PUBLIC SCHOOL,59-C002,105,216,16,PK-08,(918) 757-2536,600 North Oak St,Jennings,OK,74038,PAWNEE,Chris Ballenger,cballenger@jennings.k12.ok.us,35.191771,-94.409405
JONES,JONES ES,55-I009,105,532,30,PK-05,(405) 399-9118,13145 Montana St,Jones,OK,73049,OKLAHOMA,Cindy Harrison,charrison@jonesel.k12.ok.us,35.558267,-97.298957
JONES,JONES MS,55-I009,505,275,28,06-08,(405) 399-9114,16011 East Wilshire Blvd,Jones,OK,73049,OKLAHOMA,Adam Mcphail,amcphail@jonesms.k12.ok.us,35.551441,-97.484321
JONES,JONES HS,55-I009,705,329,31,09-12,(405) 399-9122,304 Dr. Lee Simmons,Jones,OK,73049,OKLAHOMA,Curtis Moses,cmoses@joneshs.k12.ok.us,37.037144,-96.874534
JUSTICE,JUSTICE PUBLIC SCHOOL,67-C054,105,187,17,PK-08,(405) 257-2962,36507 Ew 1310,Wewoka,OK,74884,SEMINOLE,Chris Bryan,cbryan@justice.k12.ok.us,35.481342,-97.507317
JUSTUS-TIAWAH,JUSTUS-TIAWAH PUBLIC SCHOOL,66-C009,105,519,40,PK-08,(918) 341-3626,14902 East School Road,Claremore,OK,74019,ROGERS,Kim Larmon,klarmon@justustiawah.com,36.264524,-95.701929
KANSAS,KANSAS ES,21-I003,105,396,28,PK-05,(918) 868-2427,275 W Main,Kansas,OK,74347,DELAWARE,Gina Glass,gina@kansasps.com,35.479939,-97.505701
KANSAS,KANSAS HS,21-I003,715,299,36,09-12,(918) 868-3308,700 N Wood Ave,Kansas,OK,74347,DELAWARE,Phil Isom,phili@kansasps.com,35.486165,-97.500568
KENWOOD,KENWOOD PUBLIC SCHOOL,21-C030,105,101,5,KG-08,(918) 434-5799,48625 South 502 Road,Salina,OK,74365,DELAWARE,Billy Taylor,billyt@sstelco.com,35.479048,-97.504034
KEOTA,KEOTA ES,31-I043,105,305,32,PK-08,(918) 966-3141,110 Northeast 6th St,Keota,OK,74941,HASKELL,Twylah Morris,tmorris@keota.k12.ok.us,35.343648,-97.48598
KEOTA,KEOTA HS,31-I043,705,118,20,09-12,(918) 966-3950,110 Northeast 6th St,Keota,OK,74941,HASKELL,Richard Reed,rreed@keota.k12.ok.us,35.343648,-97.48598
KEYS,KEYS ES,11-I006,105,481,43,PK-08,(918) 456-4501,19061 East 840 Road,Park Hill,OK,74451,CHEROKEE,Tami Woods,twoods@keys.k12.ok.us,35.821603,-94.932455
KEYS,KEYS HS,11-I006,705,332,27,09-12,(918) 458-1835,26622 South 520 Road,Park Hill,OK,74451,CHEROKEE,Steven Goss,sgoss@keys.k12.ok.us,35.423394,-97.561087
KEYSTONE,KEYSTONE PUBLIC SCHOOL,72-C015,105,297,25,PK-08,(918) 363-8298,23810 West Highway 51,Sand Springs,OK,74063,TULSA,Craig Garner,cgarner@keystone.k12.ok.us,36.093637,-96.270653
KIEFER,KIEFER ES,19-I018,105,416,33,PK-06,(918) 321-5444,4600 West 151st St,Kiefer,OK,74041,CREEK,Brent Weaver,bweaver@kiefer.k12.ok.us,35.608807,-97.604501
KIEFER,RONGEY MS,19-I018,505,98,21,07-08,(918) 321-3421,4600 West 151st St,Kiefer,OK,74041,CREEK,Cory Campbell,ccampbell@kiefer.k12.ok.us,35.608807,-97.604501
KIEFER,KIEFER HS,19-I018,705,217,25,09-12,(918) 321-3533,4600 West 151st St South,Kiefer,OK,74041,CREEK,Sabrina Shaw,sshaw@kiefer.k12.ok.us,35.608807,-97.604501
KILDARE,KILDARE PUBLIC SCHOOL,36-C050,105,78,8,PK-06,(580) 362-2811,1265 Church St,Ponca City,OK,74604,KAY,Bruce Shelley,bshelley@kildare.k12.ok.us,35.488305,-97.161895
KINGFISHER,GILMOUR ES,37-I007,110,445,31,PK-02,(405) 375-4080,1400 South Oak St,Kingfisher,OK,73750,KINGFISHER,Melissa Slezickey,mslezickey@kingfisher.k12.ok.us,35.512979,-96.571833
KINGFISHER,HERITAGE ELEMENTARY,37-I007,120,203,17,03-04,(405) 375-3018,600 South Ninth St,Kingfisher,OK,73750,KINGFISHER,Kathy Kadavy,kkadavy@kingfisher.k12.ok.us,35.485215,-97.502779
KINGFISHER,KINGFISHER MS,37-I007,505,398,39,05-08,(405) 375-6607,601 South 13th St,Kingfisher,OK,73750,KINGFISHER,Keith Campbell,kcampbell@kingfisher.k12.ok.us,35.482773,-97.502978
KINGFISHER,KINGFISHER HS,37-I007,705,409,41,09-12,(405) 375-4191,1500 South 13th St,Kingfisher,OK,73750,KINGFISHER,Todd Overstreet,toverstreet@kingfisher.k12.ok.us,36.319822,-94.134785
KONAWA,KONAWA ES,67-I004,105,336,28,PK-05,(580) 925-3118,701 West South St,Konawa,OK,74849,SEMINOLE,Kim Wilson,wilsonk@konawa.k12.ok.us,35.486743,-97.500479
KONAWA,KONAWA MS,67-I004,510,165,21,06-08,(580) 925-3221,701 West South St,Konawa,OK,74849,SEMINOLE,Sean Walker,seanwalker@konawa.k12.ok.us,35.486743,-97.500479
KONAWA,KONAWA HS,67-I004,705,222,24,09-12,(580) 925-3221,701 West South St,Konawa,OK,74849,SEMINOLE,Karis Reavis,karisreavis@konawa.k12.ok.us,35.486743,-97.500479
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE ES,24-I018,105,238,20,PK-08,(580) 874-2283,605 Fifth,Kremlin,OK,73753,GARFIELD,Brad Hawkins,hawkinsb@kremlin.k12.ok.us,35.47564,-97.50115
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE HS,24-I018,705,79,16,09-12,(580) 874-2281,705 Fifth,Kremlin,OK,73753,GARFIELD,Jeremy Brashears,brashearsj@kremlin.k12.ok.us,35.483888,-97.500557
LANE,LANE PUBLIC SCHOOL,03-C022,105,257,22,PK-08,(580) 889-2743,601 W. Mcgee Creek Rd,Lane,OK,74555,ATOKA,Debra Patton,dpatton@lane.k12.ok.us,35.482773,-97.502978
LANGSTON HUGHES ACAD ARTS-TECH,LANGSTON HUGHES ACAD ARTS-TECH,72-G005,975,85,9,09-09,(918) 728-8588,5424 N Madison Ave,Tulsa,OK,74126,TULSA,Rodney Clark,rclark@lhatt.com,35.415669,-97.42512
LATTA,LATTA ES,62-I024,105,479,35,PK-05,(580) 332-7669,13925 County Road 1560,Ada,OK,74820,PONTOTOC,Phillip Shivers,pshivers@latta.k12.ok.us,34.772999,-96.675998
LATTA,LATTA MS,62-I024,510,184,26,06-08,(580) 332-8180,13925 County Road 1560,Ada,OK,74820,PONTOTOC,Terry Painter,tpainter@latta.k12.ok.us,34.772999,-96.675998
LATTA,LATTA HS,62-I024,705,213,33,09-12,(580) 332-3300,13925 County Road 1560,Ada,OK,74820,PONTOTOC,Stan Cochran,scochran@latta.k12.ok.us,34.772999,-96.675998
LAWTON,ADAMS ES,16-I008,105,,17,-,(580) 353-7983,3501 Northwest Ferris Ave,Lawton,OK,73505,COMANCHE,Lisa Bell,labell@lawtonps.org,34.62374,-98.42389
LAWTON,ALMOR WEST ES,16-I008,106,329,21,PK-05,(580) 536-6006,6902 Southwest Delta Ave,Lawton,OK,73505,COMANCHE,Stan Melby,smelby@lawtonps.org,34.607945,-98.422714
LAWTON,CARRIAGE HILLS ES,16-I008,108,357,24,PK-05,(580) 248-6161,215 Southeast Warwick Way,Lawton,OK,73501,COMANCHE,Cheryl Scammahorn,cadams@lawtonps.org,33.168575,-96.867012
LAWTON,CLEVELAND ES,16-I008,110,395,28,PK-05,(580) 353-8861,1202 Southwest 27th St,Lawton,OK,73505,COMANCHE,Calvin Prince,cprince@lawtonps.org,34.607945,-98.422714
LAWTON,CROSBY PARK ES,16-I008,114,292,24,KG-05,(580) 353-7107,1602 Northwest Horton Blvd,Lawton,OK,73505,COMANCHE,Dana Moore,dmoore@lawtonps.org,34.62374,-98.42389
LAWTON,EDISON ES,16-I008,122,436,33,KG-05,(580) 536-4223,5801 Northwest Columbia Ave,Lawton,OK,73505,COMANCHE,Donna Catlin,dcatlin@lawtonps.org,34.62374,-98.42389
LAWTON,EISENHOWER ES,16-I008,125,324,24,KG-05,(580) 355-4599,315 Southwest 52Nd St,Lawton,OK,73505,COMANCHE,Tamie Barrett,tbarrett@lawtonps.org,34.607945,-98.422714
LAWTON,RIDGECREST ES,16-I008,140,520,39,KG-05,(580) 355-6033,1614 Northwest 47th St,Lawton,OK,73505,COMANCHE,Ora Fitzgerald,ofitzgerald@lawtonps.org,34.62374,-98.42389
LAWTON,HUGH BISH ES,16-I008,148,344,25,KG-05,(580) 248-2244,5611 Northwest Alan A Dale Lane,Lawton,OK,73505,COMANCHE,Sherry Havron,shavron@lawtonps.org,34.62374,-98.42389
LAWTON,BEGINNINGS ACADEMY,16-I008,160,384,19,PK-PK,(580) 585-6407,501 Northwest Woodridge Drive,Lawton,OK,73507,COMANCHE,Rhonda Weber,rweber@lawtonps.org,35.484837,-97.50406
LAWTON,LINCOLN ES,16-I008,165,387,28,PK-05,(580) 355-4799,601 Southwest Park Ave,Lawton,OK,73501,COMANCHE,David Dehaven,ddehaven@lawtonps.org,34.606878,-98.345674
LAWTON,PAT HENRY ES,16-I008,168,530,46,KG-05,(580) 355-2617,1401 Northwest Bessie Ave,Lawton,OK,73507,COMANCHE,Karen Cooksey,kcooksey@lawtonps.org,35.482766,-97.504003
LAWTON,PIONEER PARK ES,16-I008,173,404,26,KG-05,(580) 355-5844,3005 Northeast Angus Place,Lawton,OK,73507,COMANCHE,Sally Greenlee,sgreenlee@lawtonps.org,35.490738,-97.568266
LAWTON,SULLIVAN VILLAGE ES,16-I008,183,,29,-,(580) 355-0800,3802 Southeast Elmhurst Lane,Lawton,OK,73501,COMANCHE,Brenda Breeze,bbreeze@lawtonps.org,33.168575,-96.867012
LAWTON,WASHINGTON ES,16-I008,195,227,18,PK-05,(580) 353-6299,805 Northwest Columbia Ave,Lawton,OK,73507,COMANCHE,Traci Newell,tnewell@lawtonps.org,34.612678,-98.42594
LAWTON,LEARNING TREE ACADEMY,16-I008,200,194,16,PK-PK,(580) 355-6197,1908 Northwest 38th St,Lawton,OK,73505,COMANCHE,Rhonda Weber,rweber@lawtonps.org,34.62374,-98.42389
LAWTON,WHITTIER ES,16-I008,205,317,19,KG-05,(580) 355-5238,1115 Northwest Laird Ave,Lawton,OK,73507,COMANCHE,Melanie Nungesser,mnungesser@lawtonps.org,35.530478,-97.530657
LAWTON,WOODLAND HILLS ES,16-I008,220,480,32,PK-05,(580) 536-7991,405 Northwest Woodland Drive,Lawton,OK,73505,COMANCHE,Lisa Carson,lcarson@lawtonps.org,34.62374,-98.42389
LAWTON,MACARTHUR MS,16-I008,530,788,70,06-08,(580) 353-5111,510 Northeast 45th St,Lawton,OK,73507,COMANCHE,Regina Lambert,rlambert@lawtonps.org,35.517283,-97.484584
LAWTON,CENTRAL MS,16-I008,535,736,79,06-08,(580) 355-8544,1201 Northwest Fort Sill Blvd,Lawton,OK,73507,COMANCHE,Blake Thomas,bthomas@lawtonps.org,34.776939,-98.604759
LAWTON,TOMLINSON MS,16-I008,540,709,69,06-08,(580) 585-6416,702 Northwest Homestead Drive,Lawton,OK,73505,COMANCHE,Eddie Williams,ewilliams@lawtonps.org,34.62374,-98.42389
LAWTON,EISENHOWER MS,16-I008,545,858,73,06-08,(580) 353-1040,5702 West Gore Blvd,Lawton,OK,73505,COMANCHE,Beverly Mattingly,bmattingly@lawtonps.org,34.60486,-98.434123
LAWTON,EISENHOWER HS,16-I008,705,1249,95,09-12,(580) 355-9144,5202 West Gore Blvd,Lawton,OK,73505,COMANCHE,Charlotte Oates,coates@lawtonps.org,34.60486,-98.434123
LAWTON,LAWTON HS,16-I008,710,1734,137,09-12,(580) 355-5170,601 Northwest Fort Sill Blvd,Lawton,OK,73507,COMANCHE,Regina Deloach,rdeloach@lawtonps.org,34.620999,-98.405123
LAWTON,MACARTHUR HS,16-I008,715,1124,81,09-12,(580) 355-5230,4402 East Gore Blvd,Lawton,OK,73501,COMANCHE,Rod Elam,relam@lawtonps.org,34.606878,-98.345674
LEACH,LEACH PUBLIC SCHOOL,21-C014,105,145,14,PK-08,(918) 868-2277,55979 S. 530 Rd.,Rose,OK,74364,DELAWARE,Andrea Sealock,asealock@leachschool.net,35.409196,-97.523201
LEXINGTON,LEXINGTON ES,14-I057,105,490,40,PK-04,(405) 527-7236,420 Northeast Fourth St,Lexington,OK,73051,CLEVELAND,Julie Malone,jmalone@lexington.k12.ok.us,35.482061,-97.504741
LEXINGTON,LEXINGTON INTERMEDIATE SCHOOL,14-I057,110,140,21,05-06,(405) 527-7236,420 Northeast Fourth St,Lexington,OK,73051,CLEVELAND,Julie Malone,jmalone@lexington.k12.ok.us,35.482061,-97.504741
LEXINGTON,LEXINGTON HS,14-I057,705,313,34,09-12,(405) 527-7236,801 East Broadway,Lexington,OK,73051,CLEVELAND,David Mclain,dmcclain@lexington.k12.ok.su,35.475224,-97.514601
LIBERTY,LIBERTY ES,72-I014,105,363,37,PK-08,(918) 366-8311,2727 East 201st St South,Mounds,OK,74047,TULSA,Sandra Cross,scross@liberty.k12.ok.us,35.575855,-97.464128
LIBERTY,LIBERTY HS,72-I014,705,177,25,09-12,(918) 366-8784,2727 East 201st St South,Mounds,OK,74047,TULSA,Matthew Sweet,msweet@liberty.k12.ok.us,35.575855,-97.464128
LINDSAY,LINDSAY ES,25-I009,105,665,50,PK-05,(405) 756-3134,402 Sw 8Th,Lindsay,OK,73052,GARVIN,Nicole Bauman,nbauman@lindsay.k12.ok.us,35.479686,-97.500029
LINDSAY,LINDSAY MS,25-I009,505,262,35,06-08,(405) 756-3133,805 West Creek,Lindsay,OK,73052,GARVIN,Tommy Ferguson,tferguson@lindsay.k12.ok.us,35.479686,-97.500029
LINDSAY,LINDSAY HS,25-I009,705,333,37,09-12,(405) 756-3132,302 Sw 8Th,Lindsay,OK,73052,GARVIN,Chuck Karpe,ckarpe@lindsay.k12.ok.us,35.479686,-97.500029
LITTLE AXE,LITTLE AXE ES,14-I070,105,641,43,PK-05,(405) 447-0913,2000 168th Ave Northeast,Norman,OK,73026,CLEVELAND,Brian Tupper,brian.tupper@littleaxepss.org,35.485677,-97.54607
LITTLE AXE,LITTLE AXE MS,14-I070,505,288,32,06-08,(405) 329-2156,2000 168th Ave Northeast,Norman,OK,73026,CLEVELAND,Dalton Griffin,dalton.griffin@littleaxeps.org,35.485677,-97.54607
LITTLE AXE,LITTLE AXE HS,14-I070,715,351,33,09-12,(405) 329-1612,2000 168th Ave Northeast,Norman,OK,73026,CLEVELAND,Barry Thomas,carrie.tucker@littleaxeps.org,35.485677,-97.54607
LOMEGA,LOMEGA ES,37-I003,105,204,20,PK-08,(405) 729-4251,409 Main St.,Loyal,OK,73756,KINGFISHER,Roger Mendell,rogerm@lomega.k12.ok.us,35.656048,-97.489071
LOMEGA,LOMEGA HS,37-I003,705,56,12,09-12,(405) 729-4281,18319 N 2700 Rd,Omega,OK,73764,KINGFISHER,Karen Castonguay,lomegahs@lomega.k12.ok.us,35.658099,-97.551981
LONE STAR,LONE STAR PUBLIC SCHOOL,19-C008,105,904,61,PK-08,(918) 224-0201,2945 S Hickory,Sapulpa,OK,74066,CREEK,Justin Whitehouse,jwhitehouse@lonestar.k12.ok.us,35.992423,-96.097381
LOOKEBA SICKLES,LOOKEBA-SICKLES ES,08-I012,105,179,18,PK-08,(405) 457-6300,307 West Sickles Ave.,Lookeba,OK,73053,CADDO,Mike Davis,mdavis@lookeba.k12.ok.us,35.484837,-97.506974
LOOKEBA SICKLES,LOOKEBA-SICKLES HS,08-I012,705,,11,-,(405) 457-6621,10108 Cr 1150,Lookeba,OK,73053,CADDO,Chuck Karpe,ckarpe@lookeba.k12.ok.us,35.47413,-97.501902
LOWREY,LOWREY PUBLIC SCHOOL,11-C010,105,138,13,PK-08,(918) 456-4053,21132 East 640 Road,Tahlequah,OK,74464,CHEROKEE,Bryan Hix,bhix@lowrey.k12.ok.us,35.479566,-97.507912
LUKFATA,LUKFATA PUBLIC SCHOOL,48-C009,105,373,27,PK-08,(580) 584-6834,1685 Old Broken Bow Hwy,Broken Bow,OK,74728,MCCURTAIN,Kurt Neal,kneal@lukfata.org,34.019199,-94.744349
MACOMB,MACOMB ES,63-I004,110,194,21,PK-08,(405) 598-2716,36591 State Highway 59B,Macomb,OK,74852,POTTAWATOMIE,Janet Turner,jturner@macomb.k12.ok.us,33.0097,-96.541676
MACOMB,MACOMB HS,63-I004,705,103,15,09-12,(405) 598-5420,36591 State Highway 59B,Macomb,OK,74852,POTTAWATOMIE,Scott Frazier,sfrazier@macomb.k12.ok.us,33.0097,-96.541676
MADILL,MADILL ES,45-I002,105,886,61,PK-05,(580) 795-3680,601 W. Mcarthur St,Madill,OK,73446,MARSHALL,Lynda Mcdaniel,lmcdaniel@madillok.com,35.482773,-97.502978
MADILL,MADILL MS,45-I002,505,350,38,06-08,(580) 795-7373,601 West Mcarthur St,Madill,OK,73446,MARSHALL,Tena Houser,thouser@madillok.com,35.482773,-97.502978
MADILL,MADILL HS,45-I002,705,499,47,09-12,(580) 795-3339,601 West Mcarthur,Madill,OK,73446,MARSHALL,Andy Gower,agower@madillok.com,35.482773,-97.502978
MANGUM,EDISON ES,28-I001,105,329,23,PK-04,(580) 782-2703,201 West Madison St,Mangum,OK,73554,GREER,Roger Ford,rford@mangum.k12.ok.us,37.921282,-95.407138
MANGUM,MANGUM MS,28-I001,510,233,26,05-08,(580) 782-5912,401 North Oklahoma Ave,Mangum,OK,73554,GREER,Barbara Gahagan,barbara.gahagan@mangum.k12.ok.us,35.586509,-97.507441
MANGUM,MANGUM HS,28-I001,705,190,28,09-12,(580) 782-3343,301 North Oklahoma Ave,Mangum,OK,73554,GREER,Travis Reese,treese@mangum.k12.ok.us,35.50023,-97.510196
MANNFORD,MANNFORD LOWER ES,19-I003,105,344,29,01-03,(918) 865-4334,136 Evans Ave,Mannford,OK,74044,CREEK,Joshua Pierce,piercej@mannford.k12.ok.us,35.635807,-97.517893
MANNFORD,MANNFORD UPPER ES,19-I003,110,221,19,04-05,(918) 865-3092,136 Evans Ave,Mannford,OK,74044,CREEK,James Ryan Norman,normanr@mannford.k12.ok.us,35.635807,-97.517893
MANNFORD,MANNFORD EC CTR,19-I003,115,199,15,PK-KG,(918) 865-4062,136 Evans Ave,Mannford,OK,74044,CREEK,Brenda Dorsey,dorseyb@mannford.k12.ok.us,35.635807,-97.517893
MANNFORD,MANNFORD MS,19-I003,500,359,28,06-08,(918) 865-4680,136 Evans Ave,Mannford,OK,74044,CREEK,Steve Anderson,andersons@mannford.k12.ok.us,35.635807,-97.517893
MANNFORD,MANNFORD HS,19-I003,705,499,46,09-12,(918) 865-3841,136 Evans Ave,Mannford,OK,74044,CREEK,Tim Wright,wrightt@mannford.k12.ok.us,35.635807,-97.517893
MAPLE,MAPLE PUBLIC SCHOOL,09-C162,105,145,17,PK-08,(405) 262-5647,904 South Maple Road,Calumet,OK,73014,CANADIAN,Shana Thiel,sthiel@maple.k12.ok.us,35.396254,-97.531505
MARYETTA,MARYETTA PUBLIC SCHOOL,01-C022,105,681,65,PK-08,(918) 696-2285,"Rural Route 6, Box 2840",Stilwell,OK,74960,ADAIR,Rhonda Brown,rbrown@maryetta.k12.ok.us,35.46454,-97.565142
MASON,MASON ES,54-I002,105,200,17,PK-08,(918) 623-2218,374006 E. 1000 Road,Mason,OK,74859,OKFUSKEE,Richard Williams,rwilliams@mason.k12.ok.us,35.477142,-97.500546
MASON,MASON HS,54-I002,705,94,11,09-12,(918) 623-0107,374006 E. 1000 Road,Mason,OK,74859,OKFUSKEE,Eddie Weaver,eweaver@mason.k12.ok.us,35.477142,-97.500546
MAYSVILLE,MAYSVILLE ES,25-I007,105,251,16,PK-08,(888) 806-5440,600 First St,Maysville,OK,73057,GARVIN,Jeanna Bearden,jbearden@maysville.k12.ok.us,37.10896,-97.148508
MAYSVILLE,MAYSVILLE HS,25-I007,715,100,15,09-12,(888) 806-5330,600 First St,Maysville,OK,73057,GARVIN,Shelly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,37.10896,-97.148508
MCCORD,MCCORD PUBLIC SCHOOL,57-C077,105,285,20,PK-06,(580) 765-8806,977 South Mccord Road,Ponca City,OK,74604,OSAGE,Boyd Braden,bbraden@mccord.k12.ok.us,35.335909,-97.508282
MEDFORD,MEDFORD ES,27-I054,105,197,25,PK-08,(580) 395-2392,301 North Main St,Medford,OK,73759,GRANT,Carolyn Labrue,clabrue@medford.k12.ok.us,36.807335,-97.73721
MEDFORD,MEDFORD HS,27-I054,705,81,17,09-12,(580) 395-2392,301 North Main St,Medford,OK,73759,GRANT,Micheal Thompson,mthompson@medford.k12.ok.us,36.807335,-97.73721
MEEKER,MEEKER ES,41-I095,105,372,30,PK-05,(405) 788-4540,400 South Culver St,Meeker,OK,74855,LINCOLN,Mike Mcafee,mmcafee@meeker.k12.ok.us,35.482062,-97.505516
MEEKER,MEEKER MS,41-I095,505,166,33,06-08,(405) 788-4540,214 East Carl Hubbell Blvd,Meeker,OK,74855,LINCOLN,"Virgil Fowler, Dean Of Students",vfowler@meeker.k12.ok.us,35.48324,-97.508021
MEEKER,MEEKER HS,41-I095,705,317,34,09-12,(405) 788-4540,214 East Carl Hubbell Blvd,Meeker,OK,74855,LINCOLN,Mike Hedge,mhedge@meeker.k12.ok.us,35.48324,-97.508021
MERRITT,MERRITT ES,05-I002,105,628,51,PK-08,(580) 225-5460,19693 East 1130 Road,Elk City,OK,73644,BECKHAM,Tawn Rundle,rundlet@merritt.k12.ok.us,35.479048,-97.504034
MERRITT,MERRITT HS,05-I002,705,161,25,09-12,(580) 225-5460,19693 East 1130 Road,Elk City,OK,73644,BECKHAM,Don Bradshaw,bradshawd@merritt.k12.ok.us,35.479048,-97.504034
MIAMI,ROCKDALE ES,58-I023,115,221,16,KG-03,(918) 542-6697,2116 Rockdale Blvd,Miami,OK,74354,OTTAWA,Andrea Berry,aberry@mpswardogs.com,35.490139,-97.486423
MIAMI,ROOSEVELT ES,58-I023,120,245,19,KG-03,(918) 542-5576,129 G St Northeast,Miami,OK,74354,OTTAWA,Melissa Bekemeier,mbekemeier@mpswardogs.com,34.176422,-97.135959
MIAMI,WASHINGTON ES,58-I023,130,208,17,KG-03,(918) 542-3394,1930 B St Northeast,Miami,OK,74354,OTTAWA,Melissa Turner,mturner@mpswardogs.com,35.489419,-97.618603
MIAMI,WILSON ES,58-I023,135,282,18,PK-03,(918) 542-8419,308 G St Northwest,Miami,OK,74354,OTTAWA,Courtney Murphy,cmurphy@mpswardogs.com,35.484282,-97.506971
MIAMI,NICHOLS UPPER ES,58-I023,140,324,23,04-05,(918) 542-3309,504 14th Nw,Miami,OK,74354,OTTAWA,Keni Iverson,kiverson@mpswardogs.com,35.48391,-97.509047
MIAMI,WILL ROGERS MS,58-I023,505,477,52,06-08,(918) 542-5588,504 Goodrich Blvd,Miami,OK,74354,OTTAWA,Justin Chase,jchase@mpswardogs.com,35.485275,-97.503975
MIAMI,MIAMI HS,58-I023,705,630,61,09-12,(918) 542-4421,2000 East Central Ave,Miami,OK,74354,OTTAWA,Lisa Munson,lmunson@mpswardogs.com,36.872617,-94.880376
MIDDLEBERG,MIDDLEBERG PUBLIC SCHOOL,26-C096,105,202,15,PK-08,(405) 485-3612,2130 County Road 1317,Blanchard,OK,73010,GRADY,Randy Hughes,rhughes@middleberg.k12.ok.us,35.490412,-97.157821
MIDWEST CITY-DEL CITY,BARNES ES,55-I052,105,389,29,PK-05,(405) 739-1651,10551 Se 59th St,Oklahoma City,OK,73150,OKLAHOMA,Vicki Vetter,vvetter@mid-del.net,35.407227,-97.341318
MIDWEST CITY-DEL CITY,CLEVELAND BAILEY ES,55-I052,110,338,25,PK-05,(405) 739-1656,3301 Sunvalley Drive,Midwest City,OK,73110,OKLAHOMA,Linda Laakman,llaakman@mid-del.net,35.444316,-97.419866
MIDWEST CITY-DEL CITY,COUNTRY ESTATES ES,55-I052,115,413,31,PK-05,(405) 739-1661,1609 Felix Place,Oklahoma City,OK,73110,OKLAHOMA,Brooke Guthrie,bguthrie@mid-del.net,35.449184,-97.422136
MIDWEST CITY-DEL CITY,DEL CITY ES,55-I052,120,652,50,PK-05,(405) 671-8640,2400 Epperly Drive,Del City,OK,73115,OKLAHOMA,Ruth Kizer,rkizer@mid-del.net,35.411159,-97.435487
MIDWEST CITY-DEL CITY,EPPERLY HEIGHTS ES,55-I052,130,693,48,PK-05,(405) 671-8650,3805 Del Road,Del City,OK,73115,OKLAHOMA,Kevin Hill,kchill@mid-del.net,35.427225,-97.435275
MIDWEST CITY-DEL CITY,PLEASANT HILL EC CTR,55-I052,135,186,18,PK-05,(405) 427-6551,4346 Ne 36th St,Oklahoma City,OK,73121,OKLAHOMA,Tamara Roberson,troberson@mid-del.net,35.511448,-97.455672
MIDWEST CITY-DEL CITY,HIGHLAND PARK ES,55-I052,140,527,43,PK-05,(405) 671-8660,5301 S Dimple Ave,Oklahoma City,OK,73135,OKLAHOMA,Donna Cloud,dcloud@mid-del.net,35.52504,-97.339787
MIDWEST CITY-DEL CITY,RIDGECREST ES,55-I052,145,368,28,PK-05,(405) 739-1671,137 W Ridgewood Drive,Midwest City,OK,73110,OKLAHOMA,Mike Stiglets,mstiglets@mid-del.net,35.470217,-97.399423
MIDWEST CITY-DEL CITY,SOLDIER CREEK ES,55-I052,150,761,51,PK-05,(405) 739-1676,9021 Se 15th St,Midwest City,OK,73130,OKLAHOMA,Jeff Holland,jholland@mid-del.net,35.450445,-97.36964
MIDWEST CITY-DEL CITY,STEED ES,55-I052,160,425,35,PK-05,(405) 739-1686,2118 Flannery Drive,Midwest City,OK,73110,OKLAHOMA,Patrice Tucker,ptucker@mid-del.net,35.458313,-97.383171
MIDWEST CITY-DEL CITY,TINKER ES,55-I052,165,492,37,PK-05,(405) 739-1630,4500 Tinker Road,Oklahoma City,OK,73135,OKLAHOMA,Wendy Eaton,weaton@mid-del.net,35.417173,-97.418453
MIDWEST CITY-DEL CITY,TOWNSEND ES,55-I052,170,448,38,PK-05,(405) 671-8680,4000 Epperly Drive,Del City,OK,73115,OKLAHOMA,Michael Becker,mbecker@mid-del.net,35.411159,-97.435487
